publish_date,headline_text
20110726,abc business news and market analysis
20110123,tomic looks past rafa to top 100
20140312,benefits seen in mary valley horse racing equine
20090223,springborg confident despite needing 22 seat swing
20061130,petrol price fall boosts retail spending
20120508,river murray flows stable
20050610,motorcyclist loses licence for 200 kph ride
20031116,south africa in control at golf world cup
20091106,funds sought to boost taxi rank safety
20040321,lee to have ankle surgery
20130422,students help boost fundraising for flooded bundaberg schools
20081001,search continues for suspected croc victim
20100723,rr wool leadership
20100811,50 million barge washes up on gold coast beach
20030620,downtown tokyo comes to halt for beckham
20060221,naked rambler gets dressed after marathon walk
20180316,bundaberg rental vacancies drop to 1.7 per cent
20131129,us bomb kills child in afghanistan
20100625,wangaratta council assessing storm damage
20100823,fresh calls for hospital baby hatches
20160308,scientists map banksy art in bid to find artists true identity
20131120,grain advisor says spy spat wont impact exports to indonesia
20171215,submarine fraud investigation
20070118,elderly man drowns at swimming hole
20140302,green army to be paid less than minimum wage
20100610,burst main causes gas leak gaping hole in road
20060618,vanstone still to win backbencher support over
20040204,n carolina senator closes in on presidential
20070802,priest trial aborted
20200628,coronavirus australia news victorian cases in melbourne hotspots
20100107,high death toll sparks road safety warning
20120314,interview socceroos coach holger osieck
20030718,jacobson stays bogey free at sandwich
20160308,five takeaways from nrl round one
20140911,goldsack re signs with magpies
20120526,rodriguez retains giro lead
20090925,obama inspires blanchetts theatre
20110602,family targeted in home shooting
20030414,crowes thai treat in mackay
20101118,doctor acted as consultant in patients treatment
20120606,rah construction starts medical school
20180626,thousands of migrants abandoned in sahara desert
20100324,teenager critical after being hit by car
20060330,man charged over park attack
20060615,senator rules out reopening medicare office
20090404,shell shocked united face must win villa clash
20151217,climate change at work in adelaide
20180724,two years until tokyo 2020 olympics debut new sports
20060316,tas liberals highlight economic issues in final
20030513,police commission reveals secret recordings
20130723,young farmer of the year robert watkins
20151110,capital hill tuesday 10 november 2015
20140512,business confidence improves despite budget pressures
20200918,naomi osaka withdraws from french open
20100613,hewitt books german final spot
20030403,vff wants commissioner to see fires impact
20100102,a bad day on the water and statewide fire watch
20041003,gibernau wins in qatar as rossi crashes out
20050722,market shakes off london attacks
20161129,tasmanian wild deer inquiry
20130419,belinda varischetti interviews charlie arnot
20041116,plan may fuel end to petrol sniffing
20090119,2 injured in keilor car crash
20140208,gay activists arrested in moscow and st petersburg
20110816,more than 50 submissions for posthumous victoria cross medals
20100925,kosi content in riewoldts shadow
20050812,russia marks kursk disaster anniversary
20081213,actor van johnson dead at 92
20051017,racv pessimistic about govt efforts to cut fuel
20100328,ironman abbott toey to start triathlon
20170321,eric campbell changes cash in bundles
20080515,lebanon revokes measures against hezbollah
20081229,oar inspired by fellow youngsters
20100502,cabbie could face charges after egg thrown at taxi
20060811,company exploring ways to reduce power lines
20150909,queen elizabeth opinion
20171210,matildas embrace tough asian cup draw
20090721,ipswich becomes lamington capital
20160708,police shooting philando castile remembered as kind smart
20160830,man facing fine over trivial building work on government land
20030920,britain germany france remain divided over iraq
20171023,volunteers take aged care residents for bike rides
20110313,unbeatable roar pull off grand final miracle
20030620,city girls line up to meet beaut blokes
20080401,nelson defends listening tour
20100331,councils plot out burial space plans
20120402,anti logging protests on hold
20110928,alleged fraudster to face charges in nz
20050506,care urged over pacific highway upgrade
20161214,lack of supply chains investment asia stalls food exports
20090123,safina petrova ease through to fourth round
20111217,interview scott matthews
20041209,us fights geneva protection for guantanamo detainee
20060331,council govt officials to meet over sex offender
20100228,smith heads to india for security talks
20031130,ronaldo to the rescue for real
20040130,work continues on alstonville bypass design
20150127,millions brace for monster blizzard in us northeast
20150303,nsw government to introduce crime prevention orders
20030305,carlos the jackal aide faces court again in germany
20100323,stern hu trial goes behind closed doors
20070518,candidate laments lack of land council election
20090713,call for animal cruelty offenders database
20060916,live cane toad crosses wa nt border
20041206,eureka organisers revel in events success
20030915,monaro high rocks to third place in eisteddfod
20150515,monopoly isnt just fun and games
20160928,shortage of north queensland snake catchers
20140710,fourth attempt to free stranded whale
20050326,sehwag ignites india with explosive 201
20190323,melanoma is likely to play a long term role in anthony life
20190916,why the boomers will be a better side at the 2020 tokyo olympics
20050113,mud slinging begins in wa election campaign
20120525,strike zone
20051105,state of the art house to benefit disabled people
20130531,rural nsw primelambmkt 3105
20150718,greek banks to reopen monday but capital controls remain
20030319,40000 russians dead of alcohol poisoning in 2002
20080604,payroll tax cuts symbolic says costa
20070915,scientists plug gap in how planets form
20090725,theophanous political career probably over
20100628,polak yet to weigh up future
20080701,woman dies in morwell road crash
20161124,keiths landrover on a pole quirky roadside attraction
